chr	coor_s	coor_e	ids1	chr2	coor_s2	coor_e2	ids2	identity
2	73617220	73645098	id3544	2	73670646	73704781	id3546	0.949018
12	50473411	50477973	id1455	15	36618624	36621727	id2153	0.931593
7	62569682	62570740	id5962	7	82586793	82587855	id6113	0.923295
12	9283605	9323112	id1338	12	31012396	31015768	id1403	0.927813
19	38769330	38775278	id3284	19	38786883	38793390	id3285	0.953568
15	44858486	44918791	id2184	15	44974925	45026649	id2188	0.933496
7	142675373	142711579	id6236	9	33677516	33710055	id6574	0.944575
6	167248102	167250276	id5747	6	167406740	167409893	id5753	0.931891
6	32061390	32062436	id5518	6	32067652	32068669	id5519	0.933333
1	121538430	121600000	id295	5	50379840	50428094	id5145	0.959344
13	71674954	71676001	id1800	4	139697613	139698635	id4969	0.977228
7	56543725	56597114	id5927	7	64148781	64173008	id5992	0.910992
17	46203286	46208081	id2851	17	47073238	47095134	id2861	0.949895
19	11665720	11667094	id3132	6	166334566	166336088	id5742	0.907563
3	2526722	2528117	id4368	3	2532808	2535519	id4369	0.924133
19	54288798	54290029	id3407	19	54606452	54607586	id3416	0.960036
12	8939302	8941467	id1334	12	55409712	55411878	id1473	0.997687
19	58046630	58048213	id3442	4	1813078	1814575	id4766	0.925322
1	39509526	39525868	id140	1	39760348	39776678	id143	0.980947
13	28720863	28724155	id1705	3	82805010	82808153	id4508	0.951243
7	35910278	35981126	id5854	7	68241616	68244844	id6068	0.902549
2	135136624	135137653	id3693	8	133643673	133644726	id6496	0.928642
5	73548735	73550034	id5197	8	102204509	102205814	id6464	0.967543
10	46561416	46991847	id811	10	55789829	55814494	id839	0.913127
16	16198409	16632191	id2401	16	18073543	18436486	id2404	0.998483
3	9854560	9863841	id4379	3	129334185	129345166	id4595	0.91807
6	27038975	27040481	id5469	6	27068984	27070494	id5470	0.901399
4	188738400	188742024	id5035	8	129728796	129732290	id6491	0.918778
14	44076150	44077882	id1919	7	104667731	104671583	id6171	0.915083
7	55637427	55638916	id5901	8	142995824	142998189	id6512	0.916094
11	49144623	49271021	id1074	11	89570067	89700735	id1190	0.973687
20	31057850	31059191	id3949	20	31059245	31060850	id3950	0.90687
3	40698233	40699389	id4446	7	84876550	84877748	id6117	0.905927
1	6185028	6186818	id30	2	107903191	107924082	id3631	0.906177
10	73659577	73741094	id865	11	1554785	1559056	id982	0.917039
11	10508152	10510336	id1008	5	80650021	80652191	id5215	0.968664
13	22911590	22970442	id1669	14	104498909	104501635	id2010	0.915021
10	37652135	37655308	id749	10	42899329	42903798	id779	0.930151
20	23976749	23995992	id3919	22	18709564	18924717	id4182	0.96658
22	30655294	30657152	id4294	5	157684733	157688213	id5344	0.903418
16	66719275	66721567	id2544	3	14106820	14108844	id4410	0.910788
11	129750494	129772608	id1274	9	33721769	33776663	id6577	0.954357
11	16754868	16755892	id1019	14	44119417	44120445	id1920	0.979472
10	21559450	21600000	id636	17	37856301	37913901	id2797	0.918458
12	27063978	27071436	id1390	12	27575947	27583105	id1394	0.941509
7	32811238	32863446	id5841	7	34903935	34951414	id5847	0.962196
16	35085922	35089031	id2500	7	106248307	106251196	id6176	0.950626
5	53745175	53746636	id5156	9	96500114	96503789	id6711	0.945775
10	32544896	32546459	id709	2	69319779	69321331	id3529	0.929677
1	209785253	209786943	id491	3	7159711	7161423	id4374	0.956161
1	93509600	93516718	id238	15	79742354	79760559	id2285	0.959959
2	238231811	238234345	id3862	8	63134407	63138153	id6410	0.917547
10	95009369	95011018	id913	10	95044624	95046250	id914	0.924214
17	78170815	78172720	id2962	9	78149726	78151093	id6649	0.904691
14	50430010	50431245	id1930	7	11521044	11522507	id5797	0.961789
5	176182257	176183554	id5371	5	180685879	180687178	id5405	0.963763
17	19025184	19193468	id2664	17	19200000	19237509	id2665	0.999117
7	35041533	35045189	id5849	7	103157305	103288771	id6170	0.957249
2	126688117	126691683	id3669	2	126691725	126695270	id3670	0.953001
1	225495015	225497813	id513	3	190832137	190835354	id4713	0.932597
2	100424610	100428272	id3617	3	180323029	180326729	id4687	0.904841
1	227485989	227513090	id519	3	198113944	198235559	id4746	0.911932
1	246849625	246851442	id562	2	161501300	161503117	id3735	0.986241
5	106539382	106544108	id5253	5	161297303	161301008	id5347	0.904448
4	143785676	143808934	id4973	4	143823928	144099864	id4975	0.964527
9	95184668	95187963	id6707	9	95388081	95391497	id6709	0.959839
13	52311360	52315052	id1766	13	52315060	52318747	id1767	0.936819
13	63023672	63063769	id1786	17	22042061	22176889	id2693	0.948825
15	41577885	41579308	id2166	15	76257102	76259376	id2269	0.940183
10	50655358	50784349	id823	10	54742993	54745298	id831	0.930469
7	66565670	66567881	id6034	7	66791105	66793609	id6047	0.942766
11	129788065	129789686	id1275	5	168550182	168551756	id5352	0.904118
12	14471545	14472648	id1366	3	28219441	28220545	id4427	0.949091
2	233725344	233746820	id3855	2	233746841	233758247	id3856	0.928371
4	75878859	75879965	id4872	4	75886600	75888003	id4874	0.938701
16	34449180	34521506	id2481	22	16305427	16307046	id4161	0.916773
4	305702	311170	id4751	4	481818	490800	id4756	0.902918
20	2942107	2943130	id3885	7	56787891	57137555	id5933	0.924827
10	16745734	16775684	id619	10	42693288	42741193	id773	0.909239
16	47597694	47598997	id2519	8	47164876	47166613	id6384	0.96133
17	64740298	64746743	id2917	17	68047512	68055594	id2942	0.935273
12	49989161	49990315	id1453	14	45503141	45504300	id1922	0.944396
16	34265829	34268862	id2479	5	110946322	110950994	id5256	0.958058
10	46326364	46514258	id810	10	87000964	87030355	id891	0.973512
10	92668440	92669847	id906	2	170751708	170753089	id3742	0.955007
21	5443558	5449012	id4026	21	6984219	7149527	id4035	0.928206
13	61118610	61120091	id1783	9	101821538	101822989	id6726	0.903248
22	23322143	23351708	id4227	22	24286747	24301118	id4254	0.963389
17	20309890	20560909	id2673	17	27438030	27444493	id2720	0.903898
1	203849708	203854119	id472	1	219588658	219613448	id501	0.981305
19	54239621	54244927	id3405	19	54695839	54698548	id3419	0.903262
7	56787891	57137555	id5933	7	102025102	102059640	id6163	0.903449
17	46264000	46707123	id2855	17	67950768	67958543	id2937	0.900322
19	53421822	53425965	id3392	19	53502112	53505852	id3397	0.940483
7	4968245	5009463	id5770	7	5722273	5738661	id5779	0.951579
14	51254347	51256039	id1933	7	39567634	39569537	id5865	0.918773
19	22448088	22453889	id3214	19	22840208	22846076	id3223	0.925422
1	117143592	117145228	id279	20	25099970	25101596	id3920	0.933457
22	16568499	16582793	id4163	3	179237351	179244780	id4683	0.980411
7	73174794	73283257	id6078	7	75074150	75217878	id6094	0.995567
20	23711468	23778790	id3913	20	23782229	23832714	id3915	0.940854
15	42570013	42572856	id2168	4	184298703	184301418	id5021	0.923998
10	102174884	102177351	id930	7	48842147	48866908	id5886	0.927358
17	5122481	5140948	id2629	17	36222498	36398310	id2792	0.920354
6	42885972	42889889	id5543	8	106589343	106590930	id6467	0.95133
10	43603779	43606264	id785	3	76434004	76436689	id4495	0.926483
13	100603932	100605143	id1842	5	181115546	181116717	id5411	0.934498
1	77809769	77811936	id202	4	158277729	158280567	id4993	0.972973
16	32562528	32563680	id2460	9	118274045	118275181	id6751	0.970018
7	35900798	35910269	id5853	9	98607106	98609146	id6719	0.948989
14	21158283	21159942	id1872	14	21164313	21165970	id1874	0.981785
15	85272288	85275172	id2305	15	91029057	91031928	id2321	0.941775
18	26582816	26584426	id3029	7	138053065	138054652	id6220	0.951389
10	27242337	27245845	id666	10	36814082	36818080	id723	0.917895
12	131268043	131275124	id1592	12	131390971	131402659	id1597	0.927006
12	45062369	45063508	id1446	14	45503141	45504300	id1922	0.919156
6	167165782	167196913	id5746	6	167357872	167387433	id5749	0.97711
17	47013619	47064438	id2858	2	148216451	148217779	id3711	0.936916
22	46615032	46616157	id4354	22	46616221	46617437	id4355	0.926916
7	66814370	66836037	id6050	7	74536524	74565485	id6088	0.913917
7	142558746	142562008	id6232	7	142562057	142565313	id6233	0.9387
17	27056899	27062863	id2711	21	13429266	13986920	id4060	0.913798
16	48497854	48499423	id2520	6	39905515	39907113	id5538	0.932398
19	11623830	11624939	id3131	3	46334136	46335759	id4462	0.902283
3	160100746	160102914	id4660	6	118501489	118503055	id5666	0.906615
4	68832979	68834991	id4842	4	69096535	69156138	id4852	0.904475
2	232320969	232324609	id3840	2	232432104	232434289	id3847	0.945797
16	2814126	2815949	id2370	16	2826190	2827951	id2371	0.907331
22	30902152	30904579	id4295	7	27456369	27458796	id5827	0.904202
6	30447821	30452808	id5498	6	30460386	30465532	id5500	0.904859
21	12997142	13342186	id4058	21	28027246	28063258	id4083	0.96407
12	101066887	101068409	id1545	20	17953995	17955477	id3906	0.914286
21	42841202	42842587	id4115	21	44918569	44920142	id4133	0.909559
22	43166623	43168160	id4342	5	138452824	138454689	id5294	0.906901
10	35972704	36002132	id714	10	37416610	37446491	id738	0.923526
18	11608722	11614814	id2993	18	11644335	11648536	id2995	0.975662
13	89355925	89358140	id1810	21	35705633	35708173	id4107	0.915
13	19043655	19045772	id1629	2	131172121	131401549	id3684	0.906044
9	21366567	21371988	id6551	9	21434865	21441943	id6552	0.921
10	124987855	124989700	id948	2	48914185	48915441	id3509	0.920319
17	3135558	3139123	id2618	17	3217165	3220720	id2619	0.941126
12	8016713	8017857	id1326	5	21882525	21884766	id5104	0.940807
7	76602311	76649712	id6107	7	76651384	77065008	id6109	0.986851
6	131698187	131715930	id5678	7	143521768	143650804	id6238	0.947376
13	25025581	25030843	id1691	13	25159945	25165521	id1694	0.956256
3	11233433	11234539	id4390	3	14112076	14113173	id4411	0.953832
7	99695024	99744007	id6145	7	99747531	99792978	id6146	0.907453
2	95399415	95496989	id3597	2	97633951	97643144	id3611	0.976925
1	93509600	93516718	id238	3	17693975	17700153	id4417	0.918069
13	40881605	40924716	id1735	9	97131336	97270343	id6715	0.922435
3	53637674	53640076	id4473	9	21165786	21239940	id6550	0.97375
1	85481573	85483394	id217	10	102162355	102163871	id929	0.908427
7	105116396	105118010	id6172	8	62865135	62866761	id6409	0.931762
22	42045815	42047270	id4329	3	53059301	53065091	id4472	0.924157
14	51685368	51689946	id1935	15	28463185	28856539	id2116	0.943758
12	68705557	68707295	id1502	8	61578138	61579905	id6405	0.901213
10	345822	346910	id582	10	346924	347982	id583	0.900285
3	13222329	13229275	id4405	3	129348387	129354654	id4596	0.914911
4	186432684	186434556	id5027	4	186434614	186436489	id5028	0.944444
3	155827338	155828895	id4650	8	85616472	85618032	id6440	0.96144
2	88755714	88758070	id3577	2	110102173	110104530	id3642	0.945153
1	26817241	26819339	id92	4	157632362	157638045	id4992	0.94392
22	22789775	22794414	id4221	22	22820054	22823467	id4222	0.914014
12	74996164	74998280	id1510	4	117945409	117947572	id4948	0.942547
17	76650445	76652084	id2959	5	118973561	118974825	id5271	0.908367
12	34233036	34263890	id1424	5	69350986	69352255	id5187	0.934335
14	106592521	106596310	id2052	14	106672409	106678539	id2055	0.951952
22	20141036	20166817	id4189	22	23381237	23402335	id4231	0.923251
13	92630633	92685538	id1835	15	99776878	99881395	id2340	0.921192
13	26212774	26215594	id1698	13	40619334	40622391	id1727	0.915912
1	6185028	6186818	id30	2	106215831	106257100	id3624	0.913247
14	21601704	21602857	id1879	14	21633820	21634874	id1880	0.962963
22	20324592	20377695	id4193	22	21151091	21443089	id4206	0.984086
2	200822144	200823837	id3787	3	116644228	116646726	id4560	0.997637
11	50281984	50286981	id1092	7	45725439	45858024	id5881	0.932688
5	157650826	157658337	id5343	5	157689651	157699483	id5345	0.900184
17	20983896	20986626	id2683	3	106110039	106112774	id4545	0.9674
1	32423225	32426261	id124	17	28269214	28272389	id2730	0.904289
10	125905873	125907144	id951	10	125918614	125924546	id952	0.926223
15	41298040	41304490	id2165	2	172165403	172167036	id3745	0.949335
10	70150208	70152576	id859	6	29074415	29076673	id5483	0.901794
5	140828141	140830419	id5304	5	140841371	140843649	id5306	0.926251
16	46622874	46626655	id2516	3	129087572	129091347	id4592	0.997351
11	91583146	91584482	id1197	4	40494081	40495429	id4810	0.933133
19	21751805	21754375	id3197	2	207753585	207756174	id3809	0.918898
11	49861943	49866090	id1079	11	89570067	89700735	id1190	0.954944
7	90107901	90162618	id6125	7	103157305	103288771	id6170	0.973866
15	20428924	20642147	id2069	3	41808897	41815478	id4449	0.921489
15	25167285	25169694	id2104	9	7796499	7799752	id6538	0.941423
7	66554258	66556070	id6033	7	66804244	66805721	id6049	0.942857
17	30616128	30780078	id2748	17	68210195	68213102	id2950	0.901313
8	11758866	11760002	id6330	8	124425789	124426928	id6482	0.908363
10	26899535	26913373	id655	10	27305386	27311611	id670	0.941786
4	100761661	100763503	id4915	6	148550143	148552021	id5702	0.904396
5	145394607	145395750	id5327	5	147783079	147784224	id5330	0.972878
3	185417402	185418835	id4704	9	7476952	7478366	id6537	0.967399
12	7840426	7842714	id1317	12	7956239	7958838	id1323	0.908163
2	135509047	135510753	id3694	5	151803883	151805352	id5336	0.933425
1	125063333	125064945	id302	20	25752456	26189680	id3923	0.902049
5	169951597	169958798	id5355	5	181272739	181478259	id5414	0.919443
10	103245957	103247720	id934	22	29608860	29609951	id4291	0.915674
12	9408670	9508440	id1342	12	31180852	31201044	id1406	0.986218
1	166856528	166858283	id402	8	5849381	5850748	id6322	0.914752
10	80018239	80029887	id878	10	80030002	80045634	id879	0.936282
1	77847748	77849614	id203	17	30184612	30186455	id2740	0.948578
11	106823905	106826642	id1217	12	21468503	21471250	id1381	0.984289
11	112677812	112680789	id1229	11	113607870	113610856	id1230	0.983876
1	110761930	110763975	id266	5	40158167	40160213	id5134	0.946955
16	2097416	2137264	id2362	16	18073543	18436486	id2404	0.978154
14	37146179	37147506	id1910	5	79796333	79797657	id5209	0.96823
11	74484013	74486680	id1166	12	68841282	68844157	id1503	0.939174
11	130233035	130234059	id1278	13	76592726	76593748	id1803	0.991185
12	31280583	31282873	id1408	18	60014639	60017467	id3064	0.978892
2	2034254	2035342	id3462	2	2035359	2036450	id3463	0.985267
9	35372444	35373495	id6591	9	35373512	35374567	id6592	0.992366
10	42693288	42741193	id773	10	45099777	45149011	id792	0.954712
10	2521263	2522438	id592	10	2522469	2523611	id593	0.935886
9	133060149	133071899	id6769	9	133080625	133087396	id6770	0.964194
1	154156363	154157723	id351	15	36613401	36615477	id2152	0.960741
3	34078423	34079646	id4437	3	132835276	132836491	id4609	0.943848
19	19942369	19943785	id3169	19	20266503	20267913	id3172	0.905004
3	96349446	96352236	id4525	9	83968086	83969442	id6662	0.972686
9	83808960	83822003	id6660	9	85801137	85852545	id6665	0.97568
5	179443169	179452009	id5395	5	179497763	179507948	id5396	0.926327
19	20783684	20785084	id3181	19	20850765	20852157	id3183	0.901019
11	71564147	71571819	id1156	11	71576724	71583752	id1157	0.941827
19	53417120	53418662	id3391	19	53500646	53501935	id3396	0.919129
22	23734856	23737374	id4246	7	66071347	66074345	id6023	0.910764
7	36106924	36109801	id5856	7	36147256	36150123	id5857	0.920618
5	23299466	23305323	id5107	6	137704398	137707197	id5690	0.906214
12	32985742	32987303	id1414	6	25023015	25024581	id5463	0.906452
10	41857180	41858468	id765	10	41860625	41916265	id766	0.911695
2	88972806	89330679	id3583	2	89851927	90063667	id3586	0.991602
12	48829765	48831317	id1448	12	52732465	52733562	id1465	0.94804
15	25946971	25951178	id2107	16	53414316	53415990	id2526	0.913205
19	39630558	39632979	id3289	4	78001330	78004048	id4878	0.930348
7	64127041	64141448	id5988	7	67855417	67868258	id6060	0.901932
1	100872371	100874354	id246	2	175842889	175844867	id3754	0.9128
11	1182586	1188134	id977	11	1189624	1192349	id979	0.934433
10	21028981	21030793	id633	7	104667731	104671583	id6171	0.921659
2	74214076	74217613	id3550	3	179465558	179468008	id4686	0.938716
3	10006311	10013691	id4385	3	11908569	11913808	id4394	0.926881
6	65787929	65792999	id5585	9	37881900	37888587	id6601	0.929362
20	29413577	29447273	id3933	3	75559999	75708765	id4490	0.969066
11	27888152	27891089	id1041	4	189472949	189475871	id5038	0.92032
5	110946322	110950994	id5256	6	136259402	136261471	id5687	0.959098
16	74856210	74858245	id2566	2	7178082	7180127	id3470	0.950666
10	55786411	55788758	id838	17	22651087	22653491	id2701	0.945017
7	51372760	51425347	id5890	7	55735723	55763036	id5904	0.959793
11	65351680	65353245	id1139	6	131182821	131184403	id5677	0.929858
1	15793742	15804669	id51	7	51372760	51425347	id5890	0.907099
10	46108281	46216000	id805	17	22653896	22655021	id2702	0.916517
1	211660139	211661299	id496	15	43140100	43141266	id2173	0.901654
12	33968077	34063307	id1418	12	38262285	38361819	id1430	0.957211
1	229704793	229705907	id531	3	22381719	22382927	id4423	0.902439
1	103554220	103560154	id251	1	103668402	103774845	id254	0.912615
1	225495015	225497813	id513	2	6277368	6280508	id3468	0.92964
6	149910531	149922985	id5703	6	150039330	150042210	id5713	0.904486
2	227954633	227956248	id3829	8	83883126	83884756	id6436	0.995031
1	37781126	37782228	id133	14	50108634	50109714	id1929	0.931035
15	33012322	33013398	id2139	8	82290907	82292384	id6435	0.901685
19	21635212	21660461	id3193	19	21768396	21770827	id3198	0.927409
17	16679149	16875883	id2652	17	16995496	16998122	id2654	0.911803
2	91840071	92084545	id3593	22	16302843	16304296	id4160	0.966277
1	145600140	145686998	id315	1	147920586	148009863	id327	0.99011
14	63371364	63376108	id1956	7	56299731	56304776	id5921	0.955679
5	175902456	175919195	id5369	5	177620793	177956262	id5377	0.990062
19	40920540	40954133	id3298	19	40989010	41023060	id3300	0.928749
12	6536491	6538367	id1311	6	135619117	135620130	id5686	0.903258
14	106874713	106876301	id2065	15	19823621	19984220	id2067	0.901399
2	88016800	88022823	id3576	9	42258946	42386633	id6609	0.954823
11	50324117	50370939	id1095	3	73786442	73822209	id4484	0.932109
19	14514774	14518435	id3145	2	191879995	191882291	id3777	0.937885
